transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale,Day,Month,Year
1293,01-07-2023,18:52:00,3,Male,50,Electronics,3,30,14.1,90,1,7,2023
1460,25-01-2023,19:42:00,4,Male,40,Beauty,1,50,22,50,25,1,2023
188,31-08-2023,18:50:00,3,Male,40,Clothing,3,25,8.5,75,31,8,2023
357,18-05-2023,18:57:00,4,Female,40,Electronics,3,25,7.5,75,18,5,2023
646,26-05-2023,21:02:00,3,Male,38,Clothing,3,30,13.5,90,26,5,2023
749,26-07-2023,20:33:00,2,Male,42,Beauty,1,30,8.4,30,26,7,2023
974,28-12-2023,18:39:00,3,Male,47,Beauty,1,30,11.7,30,28,12,2023
1188,04-06-2023,22:43:00,2,Male,40,Clothing,3,25,10.75,75,4,6,2023
1357,20-03-2023,19:14:00,3,Female,40,Electronics,3,25,11.5,75,20,3,2023
1646,18-01-2023,19:43:00,1,Male,38,Clothing,3,30,15.6,90,18,1,2023
1749,07-05-2023,19:55:00,2,Male,42,Beauty,1,30,9,30,7,5,2023
1974,19-02-2023,20:20:00,3,Male,47,Beauty,1,30,12.9,30,19,2,2023
190,25-01-2023,17:56:00,2,Female,60,Beauty,3,30,10.5,90,25,1,2023
849,25-06-2023,19:33:00,5,Male,32,Clothing,2,25,12.5,50,25,6,2023
853,14-05-2023,22:29:00,3,Male,21,Beauty,2,500,155,1000,14,5,2023
1190,29-09-2023,21:00:00,4,Female,60,Beauty,3,30,10.8,90,29,9,2023
1849,21-07-2023,22:42:00,1,Male,32,Clothing,2,25,12,50,21,7,2023
1853,29-05-2023,18:39:00,2,Male,21,Beauty,2,500,190,1000,29,5,2023
252,05-05-2023,17:37:00,1,Male,54,Electronics,1,300,84,300,5,5,2023
606,13-06-2023,20:19:00,2,Male,22,Electronics,1,50,19.5,50,13,6,2023
779,15-05-2023,19:19:00,3,Female,56,Electronics,2,500,155,1000,15,5,2023
824,25-02-2023,19:10:00,3,Male,63,Clothing,4,30,9.3,120,25,2,2023
866,06-07-2023,18:16:00,4,Male,24,Electronics,1,50,22.5,50,6,7,2023
1252,30-12-2023,20:18:00,5,Male,54,Electronics,1,300,117,300,30,12,2023
1606,19-10-2023,19:52:00,2,Male,22,Electronics,1,50,26.5,50,19,10,2023
1779,02-01-2023,19:45:00,3,Female,56,Electronics,2,500,190,1000,2,1,2023
1824,24-01-2023,20:19:00,4,Male,63,Clothing,4,30,12.6,120,24,1,2023
1866,17-08-2023,22:38:00,5,Male,24,Electronics,1,50,20,50,17,8,2023
5,05-09-2023,22:10:00,3,Male,30,Beauty,2,50,24,100,5,9,2023
90,10-09-2023,17:53:00,3,Female,51,Electronics,1,30,13.5,30,10,9,2023
380,30-08-2023,22:26:00,2,Male,56,Electronics,2,300,102,600,30,8,2023
593,18-01-2023,22:05:00,2,Male,35,Electronics,2,30,13.2,60,18,1,2023
820,17-02-2023,22:49:00,1,Male,49,Electronics,4,50,24,200,17,2,2023
1005,12-08-2023,20:38:00,2,Male,30,Beauty,2,50,17.5,100,12,8,2023
1090,18-02-2023,19:54:00,4,Female,51,Electronics,1,30,7.5,30,18,2,2023
1380,09-02-2023,19:45:00,3,Male,56,Electronics,2,300,159,600,9,2,2023
1593,24-02-2023,22:39:00,5,Male,35,Electronics,2,30,14.4,60,24,2,2023
1820,13-05-2023,21:31:00,1,Male,49,Electronics,4,50,22,200,13,5,2023
120,31-03-2023,19:35:00,4,Male,60,Beauty,1,50,12.5,50,31,3,2023
221,27-11-2023,21:01:00,3,Male,39,Beauty,2,300,111,600,27,11,2023
341,20-01-2023,17:06:00,5,Male,31,Clothing,4,50,18.5,200,20,1,2023
640,25-12-2023,20:05:00,3,Female,51,Electronics,4,30,12.6,120,25,12,2023
744,23-05-2023,18:02:00,1,Male,40,Electronics,1,25,6.5,25,23,5,2023
1120,02-03-2023,19:32:00,4,Male,60,Beauty,1,50,26.5,50,2,3,2023
1221,14-09-2023,22:57:00,5,Male,39,Beauty,2,300,114,600,14,9,2023
1341,30-01-2023,22:10:00,1,Male,31,Clothing,4,50,21,200,30,1,2023
1640,10-06-2023,19:44:00,5,Female,51,Electronics,4,30,14.1,120,10,6,2023
1744,07-07-2023,21:49:00,4,Male,40,Electronics,1,25,8.75,25,7,7,2023
273,26-09-2023,20:24:00,1,Female,22,Beauty,1,50,14.5,50,26,9,2023
283,01-06-2023,20:08:00,3,Female,18,Electronics,1,500,165,500,1,6,2023
452,30-01-2023,22:41:00,4,Female,48,Clothing,3,500,240,1500,30,1,2023
469,21-03-2023,19:24:00,4,Male,18,Beauty,3,25,8.75,75,21,3,2023
620,06-11-2023,20:59:00,4,Male,63,Electronics,3,25,7,75,6,11,2023
946,08-08-2023,20:15:00,2,Male,62,Electronics,4,500,235,2000,8,8,2023
1273,20-06-2023,20:39:00,1,Female,22,Beauty,1,50,25.5,50,20,6,2023
1283,14-10-2023,20:15:00,1,Female,18,Electronics,1,500,130,500,14,10,2023
1452,06-08-2023,17:41:00,3,Female,48,Clothing,3,500,185,1500,6,8,2023
1469,08-12-2023,17:22:00,3,Male,18,Beauty,3,25,12.5,75,8,12,2023
1620,03-02-2023,22:48:00,5,Male,63,Electronics,3,25,7.75,75,3,2,2023
1946,27-07-2023,20:48:00,5,Male,62,Electronics,4,500,165,2000,27,7,2023
148,03-07-2023,20:39:00,5,Male,18,Clothing,2,30,9.9,60,3,7,2023
414,10-05-2023,19:40:00,1,Male,48,Beauty,4,25,9.75,100,10,5,2023
883,20-08-2023,20:43:00,5,Male,40,Electronics,1,500,245,500,20,8,2023
1148,11-08-2023,22:04:00,2,Male,18,Clothing,2,30,10.8,60,11,8,2023
1414,22-11-2023,21:28:00,4,Male,48,Beauty,4,25,11.25,100,22,11,2023
1883,20-09-2023,17:54:00,3,Male,40,Electronics,1,500,200,500,20,9,2023
731,30-09-2023,18:49:00,1,Male,54,Clothing,4,500,165,2000,30,9,2023
930,12-01-2023,17:54:00,1,Male,54,Clothing,4,50,26,200,12,1,2023
1731,19-12-2023,17:41:00,3,Male,54,Clothing,4,500,195,2000,19,12,2023
1930,21-12-2023,19:58:00,5,Male,54,Clothing,4,50,13,200,21,12,2023
518,31-07-2023,17:01:00,2,Female,40,Clothing,1,30,16.2,30,31,7,2023
1518,18-05-2023,20:03:00,3,Female,40,Clothing,1,30,12.6,30,18,5,2023
758,23-04-2023,18:30:00,1,Male,64,Clothing,4,25,6.75,100,23,4,2023
1758,22-07-2023,18:19:00,3,Male,64,Clothing,4,25,7.5,100,22,7,2023
639,01-08-2023,19:47:00,4,Female,62,Beauty,4,50,26.5,200,1,8,2023
838,30-09-2023,21:20:00,1,Male,47,Electronics,2,300,153,600,30,9,2023
1639,20-12-2023,18:13:00,5,Female,62,Beauty,4,50,24,200,20,12,2023
1838,28-06-2023,17:06:00,4,Male,47,Electronics,2,300,102,600,28,6,2023
353,18-03-2023,21:35:00,5,Male,31,Electronics,1,500,270,500,18,3,2023
501,28-06-2023,20:21:00,2,Male,39,Electronics,2,30,9,60,28,6,2023
721,23-06-2023,17:10:00,5,Female,52,Clothing,1,500,145,500,23,6,2023
1353,04-09-2023,21:59:00,3,Male,31,Electronics,1,500,235,500,4,9,2023
1501,31-01-2023,18:00:00,1,Male,39,Electronics,2,30,13.5,60,31,1,2023
1721,21-01-2023,22:42:00,3,Female,52,Clothing,1,500,215,500,21,1,2023
123,11-08-2023,19:00:00,3,Female,40,Electronics,2,30,11.7,60,11,8,2023
164,28-02-2023,18:26:00,3,Female,47,Beauty,3,500,185,1500,28,2,2023
425,11-06-2023,18:28:00,2,Female,55,Electronics,4,30,15.6,120,11,6,2023
1123,11-12-2023,21:04:00,1,Female,40,Electronics,2,30,10.8,60,11,12,2023
1164,07-04-2023,20:53:00,1,Female,47,Beauty,3,500,245,1500,7,4,2023
1425,02-12-2023,22:15:00,1,Female,55,Electronics,4,30,10.2,120,2,12,2023
48,06-10-2023,17:34:00,2,Male,54,Electronics,3,300,123,900,6,10,2023
118,13-03-2023,20:07:00,3,Female,30,Electronics,4,500,270,2000,13,3,2023
203,12-03-2023,21:33:00,4,Male,56,Clothing,2,500,175,1000,12,3,2023
305,22-03-2023,22:09:00,4,Female,18,Beauty,1,30,14.4,30,22,3,2023
358,12-10-2023,18:32:00,4,Female,32,Beauty,1,300,132,300,12,10,2023
376,29-01-2023,18:21:00,4,Female,64,Beauty,1,30,12,30,29,1,2023
398,23-02-2023,21:17:00,5,Female,48,Clothing,2,300,114,600,23,2,2023
411,25-07-2023,20:04:00,3,Male,62,Electronics,4,50,24.5,200,25,7,2023
504,31-03-2023,18:07:00,4,Female,38,Beauty,3,50,22,150,31,3,2023
970,25-05-2023,18:13:00,2,Male,59,Electronics,4,500,220,2000,25,5,2023
996,03-07-2023,17:38:00,2,Male,62,Clothing,1,50,13.5,50,3,7,2023
1048,12-07-2023,19:14:00,3,Male,54,Electronics,3,300,93,900,12,7,2023
1118,13-10-2023,17:24:00,1,Female,30,Electronics,4,500,170,2000,13,10,2023
1203,26-11-2023,18:36:00,2,Male,56,Clothing,2,500,145,1000,26,11,2023
1305,05-04-2023,18:24:00,5,Female,18,Beauty,1,30,7.8,30,5,4,2023
1358,04-05-2023,21:40:00,5,Female,32,Beauty,1,300,156,300,4,5,2023
1376,15-07-2023,19:49:00,3,Female,64,Beauty,1,30,9.9,30,15,7,2023
1398,19-07-2023,17:20:00,1,Female,48,Clothing,2,300,120,600,19,7,2023
1411,24-11-2023,20:27:00,1,Male,62,Electronics,4,50,26,200,24,11,2023
1504,25-01-2023,17:01:00,4,Female,38,Beauty,3,50,25.5,150,25,1,2023
1970,22-05-2023,17:44:00,5,Male,59,Electronics,4,500,230,2000,22,5,2023
1996,07-12-2023,18:49:00,2,Male,62,Clothing,1,50,25,50,7,12,2023
81,07-06-2023,22:48:00,4,Male,40,Electronics,1,50,14.5,50,7,6,2023
155,18-07-2023,18:05:00,3,Male,31,Electronics,4,500,150,2000,18,7,2023
470,26-12-2023,18:58:00,4,Female,57,Clothing,2,500,165,1000,26,12,2023
1081,27-06-2023,22:23:00,5,Male,40,Electronics,1,50,17,50,27,6,2023
1155,03-12-2023,18:22:00,3,Male,31,Electronics,4,500,255,2000,3,12,2023
1470,26-06-2023,19:47:00,1,Female,57,Clothing,2,500,165,1000,26,6,2023
106,17-05-2023,18:58:00,1,Female,46,Clothing,1,50,15,50,17,5,2023
818,29-05-2023,18:56:00,4,Male,30,Electronics,1,500,265,500,29,5,2023
1106,12-08-2023,17:50:00,3,Female,46,Clothing,1,50,14,50,12,8,2023
1818,20-09-2023,17:29:00,4,Male,30,Electronics,1,500,150,500,20,9,2023
94,13-03-2023,22:39:00,5,Female,47,Beauty,2,500,250,1000,13,3,2023
811,15-04-2023,18:34:00,2,Male,61,Beauty,2,25,6.75,50,15,4,2023
881,21-12-2023,20:52:00,4,Male,22,Electronics,1,300,99,300,21,12,2023
1094,15-06-2023,20:34:00,1,Female,47,Beauty,2,500,210,1000,15,6,2023
1811,09-12-2023,21:58:00,5,Male,61,Beauty,2,25,8.5,50,9,12,2023
1881,11-07-2023,17:23:00,5,Male,22,Electronics,1,300,147,300,11,7,2023
403,22-04-2023,19:31:00,5,Male,32,Clothing,2,300,78,600,22,4,2023
653,25-11-2023,22:53:00,3,Male,54,Clothing,3,25,9.25,75,25,11,2023
694,30-06-2023,17:47:00,3,Female,39,Electronics,2,25,10,50,30,6,2023
1403,25-03-2023,18:20:00,4,Male,32,Clothing,2,300,162,600,25,3,2023
1653,23-07-2023,19:34:00,2,Male,54,Clothing,3,25,12.75,75,23,7,2023
1694,10-01-2023,19:22:00,4,Female,39,Electronics,2,25,9.75,50,10,1,2023
4,27-08-2023,18:12:00,3,Male,37,Clothing,1,500,200,500,27,8,2023
647,01-03-2023,19:53:00,5,Male,59,Clothing,3,500,190,1500,1,3,2023
911,15-07-2023,17:29:00,3,Male,42,Electronics,3,300,84,900,15,7,2023
1004,11-01-2023,21:46:00,2,Male,37,Clothing,1,500,230,500,11,1,2023
1647,01-05-2023,20:26:00,5,Male,59,Clothing,3,500,240,1500,1,5,2023
1911,13-12-2023,18:33:00,4,Male,42,Electronics,3,300,75,900,13,12,2023
419,31-03-2023,19:18:00,5,Female,44,Clothing,3,30,11.7,90,31,3,2023
642,04-05-2023,21:40:00,1,Female,54,Clothing,4,25,12,100,4,5,2023
843,25-01-2023,22:46:00,3,Male,21,Beauty,3,500,180,1500,25,1,2023
895,31-08-2023,21:51:00,3,Female,55,Clothing,4,30,14.4,120,31,8,2023
1419,05-02-2023,18:42:00,3,Female,44,Clothing,3,30,9.3,90,5,2,2023
1642,27-12-2023,18:30:00,4,Female,54,Clothing,4,25,11.5,100,27,12,2023
1843,21-09-2023,18:58:00,1,Male,21,Beauty,3,500,240,1500,21,9,2023
1895,27-03-2023,20:59:00,4,Female,55,Clothing,4,30,15.3,120,27,3,2023
31,31-12-2023,17:47:00,3,Male,44,Electronics,4,300,129,1200,31,12,2023
37,26-05-2023,22:42:00,2,Female,18,Beauty,3,25,8.75,75,26,5,2023
72,06-12-2023,19:19:00,5,Female,20,Electronics,4,500,195,2000,6,12,2023
243,24-06-2023,18:02:00,5,Female,47,Electronics,3,300,156,900,24,6,2023
281,18-09-2023,20:09:00,4,Female,29,Beauty,4,500,275,2000,18,9,2023
489,31-10-2023,22:01:00,1,Male,44,Electronics,1,30,14.4,30,31,10,2023
491,30-12-2023,21:11:00,4,Female,60,Electronics,3,300,78,900,30,12,2023
729,26-08-2023,22:29:00,3,Male,29,Clothing,4,300,84,1200,26,8,2023
822,16-02-2023,17:39:00,3,Female,52,Beauty,3,50,13.5,150,16,2,2023
1031,12-11-2023,21:15:00,3,Male,44,Electronics,4,300,126,1200,12,11,2023
1037,17-10-2023,17:38:00,2,Female,18,Beauty,3,25,11.5,75,17,10,2023
1072,24-02-2023,18:10:00,4,Female,20,Electronics,4,500,180,2000,24,2,2023
1243,08-12-2023,17:11:00,4,Female,47,Electronics,3,300,138,900,8,12,2023
1281,14-03-2023,19:34:00,4,Female,29,Beauty,4,500,165,2000,14,3,2023
1489,28-04-2023,18:30:00,2,Male,44,Electronics,1,30,10.5,30,28,4,2023
1491,26-05-2023,22:14:00,107,Female,60,Electronics,3,300,129,900,26,5,2023
1729,22-11-2023,18:55:00,82,Male,29,Clothing,4,300,81,1200,22,11,2023
1822,09-09-2023,17:15:00,15,Female,52,Beauty,3,50,21,150,9,9,2023
840,01-07-2023,18:59:00,60,Male,62,Clothing,2,25,11.75,50,1,7,2023
1840,12-05-2023,20:22:00,138,Male,62,Clothing,2,25,11,50,12,5,2023
404,13-02-2023,19:55:00,59,Male,46,Electronics,2,500,160,1000,13,2,2023
899,22-05-2023,21:34:00,147,Male,26,Clothing,2,300,153,600,22,5,2023
990,29-03-2023,21:45:00,68,Female,58,Beauty,2,500,235,1000,29,3,2023
1404,20-08-2023,18:15:00,155,Male,46,Electronics,2,500,185,1000,20,8,2023
1899,03-05-2023,21:03:00,51,Male,26,Clothing,2,300,99,600,3,5,2023
1990,22-11-2023,17:02:00,48,Female,58,Beauty,2,500,155,1000,22,11,2023
382,14-07-2023,21:20:00,29,Female,53,Clothing,2,500,245,1000,14,7,2023
578,05-12-2023,22:42:00,68,Female,54,Clothing,4,30,9.3,120,5,12,2023
923,10-06-2023,17:20:00,62,Male,32,Beauty,3,300,165,900,10,6,2023
1382,20-05-2023,18:13:00,139,Female,53,Clothing,2,500,185,1000,20,5,2023
1578,20-11-2023,18:43:00,66,Female,54,Clothing,4,30,12,120,20,11,2023
1923,03-04-2022,17:38:00,74,Male,32,Beauty,3,300,159,900,3,4,2022
307,11-11-2022,22:54:00,32,Female,26,Electronics,2,25,8.5,50,11,11,2022
561,29-07-2022,17:04:00,34,Female,64,Clothing,4,500,250,2000,29,7,2022
651,28-09-2023,21:02:00,30,Male,51,Clothing,3,50,26,150,28,9,2023
1307,29-01-2022,22:11:00,68,Female,26,Electronics,2,25,11.75,50,29,1,2022
1561,17-09-2023,19:38:00,16,Female,64,Clothing,4,500,170,2000,17,9,2023
1651,04-12-2022,21:29:00,155,Male,51,Clothing,3,50,23.5,150,4,12,2022
988,05-08-2022,18:41:00,85,Female,63,Clothing,3,25,8,75,5,8,2022
1988,30-11-2023,18:47:00,144,Female,63,Clothing,3,25,7.25,75,30,11,2023
67,19-08-2023,20:19:00,119,Female,48,Beauty,4,300,129,1200,19,8,2023
1067,03-10-2023,17:01:00,105,Female,48,Beauty,4,300,129,1200,3,10,2023
915,11-10-2023,19:06:00,95,Female,26,Beauty,3,30,12.9,90,11,10,2023
985,13-06-2023,22:33:00,113,Female,19,Electronics,2,25,9,50,13,6,2023
1915,10-07-2023,22:50:00,53,Female,26,Beauty,3,30,9.3,90,10,7,2023
1985,31-03-2023,20:15:00,113,Female,19,Electronics,2,25,9.75,50,31,3,2023
56,27-12-2022,19:37:00,97,Female,26,Clothing,3,300,120,900,27,12,2022
159,10-11-2022,21:30:00,42,Male,26,Clothing,4,50,23.5,200,10,11,2022
862,11-12-2022,21:37:00,29,Male,28,Electronics,4,300,78,1200,11,12,2022
1056,17-04-2022,19:46:00,54,Female,26,Clothing,3,300,114,900,17,4,2022
1159,02-04-2023,18:08:00,41,Male,26,Clothing,4,50,18,200,2,4,2023
1862,06-02-2022,22:50:00,64,Male,28,Electronics,4,300,165,1200,6,2,2022
315,03-07-2023,18:53:00,122,Male,47,Clothing,2,30,15,60,3,7,2023
545,19-12-2023,17:18:00,61,Male,27,Clothing,2,25,8.25,50,19,12,2023
902,14-02-2022,17:16:00,108,Female,54,Beauty,1,50,21.5,50,14,2,2022
1315,31-08-2022,20:52:00,14,Male,47,Clothing,2,30,12.9,60,31,8,2022
1545,15-07-2023,18:21:00,16,Male,27,Clothing,2,25,8.25,50,15,7,2023
1902,21-12-2022,17:12:00,97,Female,54,Beauty,1,50,14,50,21,12,2022
170,21-09-2023,20:46:00,125,Female,25,Clothing,2,25,12.5,50,21,9,2023
685,04-07-2023,22:15:00,90,Male,57,Electronics,2,25,7.75,50,4,7,2023
958,01-01-2022,21:14:00,116,Male,62,Electronics,2,25,11,50,1,1,2022
1170,06-01-2023,17:13:00,96,Female,25,Clothing,2,25,8,50,6,1,2023
1685,20-04-2022,20:32:00,76,Male,57,Electronics,2,25,8.75,50,20,4,2022
1958,27-11-2022,19:19:00,125,Male,62,Electronics,2,25,11.75,50,27,11,2022
363,23-05-2022,22:51:00,92,Male,64,Beauty,1,25,13.5,25,23,5,2022
394,19-08-2022,19:27:00,105,Female,27,Clothing,1,500,165,500,19,8,2022
537,01-10-2023,18:07:00,98,Female,21,Beauty,1,500,275,500,1,10,2023
1363,04-07-2023,20:27:00,33,Male,64,Beauty,1,25,7.75,25,4,7,2023
1394,17-04-2022,20:06:00,14,Female,27,Clothing,1,500,250,500,17,4,2022
1537,29-11-2022,17:57:00,116,Female,21,Beauty,1,500,140,500,29,11,2022
387,26-01-2023,21:58:00,118,Male,44,Beauty,1,30,9,30,26,1,2023
556,05-02-2022,17:37:00,42,Female,18,Electronics,1,50,12.5,50,5,2,2022
782,13-04-2022,21:51:00,71,Male,59,Clothing,3,300,150,900,13,4,2022
906,19-07-2022,17:55:00,6,Female,20,Clothing,1,50,17,50,19,7,2022
1387,26-07-2022,17:48:00,37,Male,44,Beauty,1,30,15.6,30,26,7,2022
1556,17-05-2023,19:13:00,35,Female,18,Electronics,1,50,22.5,50,17,5,2023
1782,07-04-2023,20:23:00,116,Male,59,Clothing,3,300,141,900,7,4,2023
1906,01-10-2022,20:10:00,58,Female,20,Clothing,1,50,26.5,50,1,10,2022
560,23-10-2023,22:51:00,7,Female,25,Electronics,1,50,19,50,23,10,2023
944,23-08-2022,20:22:00,136,Male,44,Clothing,2,25,12,50,23,8,2022
1560,13-11-2022,17:16:00,91,Female,25,Electronics,1,50,18.5,50,13,11,2022
1944,18-07-2023,21:08:00,63,Male,44,Clothing,2,25,6.5,50,18,7,2023
481,13-07-2023,17:12:00,48,Female,43,Electronics,4,300,114,1200,13,7,2023
867,24-07-2022,22:40:00,152,Male,21,Electronics,1,500,185,500,24,7,2022
882,22-10-2023,21:41:00,144,Female,64,Electronics,2,25,13.25,50,22,10,2023
961,22-03-2023,22:36:00,86,Male,53,Beauty,4,50,23,200,22,3,2023
1481,09-11-2023,17:22:00,20,Female,43,Electronics,4,300,114,1200,9,11,2023
1867,16-05-2023,19:55:00,144,Male,21,Electronics,1,500,190,500,16,5,2023
1882,21-06-2023,20:56:00,15,Female,64,Electronics,2,25,9,50,21,6,2023
1961,15-05-2022,21:17:00,95,Male,53,Beauty,4,50,20.5,200,15,5,2022
187,20-02-2022,20:19:00,88,Female,64,Clothing,2,50,21,100,20,2,2022
446,02-11-2022,19:57:00,104,Male,21,Electronics,1,50,13,50,2,11,2022
1187,07-07-2023,17:05:00,52,Female,64,Clothing,2,50,12.5,100,7,7,2023
1446,23-01-2022,18:55:00,155,Male,21,Electronics,1,50,23.5,50,23,1,2022
539,30-11-2023,18:13:00,135,Male,25,Beauty,1,500,205,500,30,11,2023
587,04-09-2023,19:00:00,91,Female,40,Beauty,4,300,99,1200,4,9,2023
1539,06-12-2022,21:52:00,96,Male,25,Beauty,1,500,170,500,6,12,2022
1587,05-11-2022,20:06:00,140,Female,40,Beauty,4,300,105,1200,5,11,2022
212,12-10-2023,18:13:00,105,Male,21,Clothing,3,500,215,1500,12,10,2023
765,16-10-2022,19:03:00,77,Male,43,Clothing,4,50,12.5,200,16,10,2022
769,09-09-2022,18:57:00,18,Female,31,Electronics,4,30,10.2,120,9,9,2022
1212,16-03-2022,18:05:00,142,Male,21,Clothing,3,500,265,1500,16,3,2022
1765,18-10-2022,22:49:00,13,Male,43,Clothing,4,50,16,200,18,10,2022
1769,08-10-2023,22:50:00,116,Female,31,Electronics,4,30,9.3,120,8,10,2023
321,24-09-2023,19:53:00,30,Female,26,Electronics,2,25,9.5,50,24,9,2023
356,27-08-2023,18:35:00,71,Male,50,Electronics,3,500,255,1500,27,8,2023
510,29-05-2023,17:04:00,14,Female,39,Beauty,4,50,13,200,29,5,2023
534,27-04-2023,22:30:00,112,Male,45,Clothing,2,500,140,1000,27,4,2023
1321,23-04-2023,22:54:00,155,Female,26,Electronics,2,25,10.5,50,23,4,2023
1356,18-12-2023,21:31:00,11,Male,50,Electronics,3,500,245,1500,18,12,2023
1510,20-11-2022,18:21:00,124,Female,39,Beauty,4,50,19,200,20,11,2022
1534,13-06-2022,19:44:00,72,Male,45,Clothing,2,500,270,1000,13,6,2022
104,09-06-2022,22:58:00,129,Female,34,Beauty,2,500,190,1000,9,6,2022
110,18-11-2022,17:28:00,149,Male,27,Clothing,3,300,99,900,18,11,2022
352,28-07-2023,17:55:00,54,Male,57,Electronics,2,500,175,1000,28,7,2023
365,23-02-2023,22:12:00,151,Male,31,Clothing,1,300,93,300,23,2,2023
887,24-02-2022,19:20:00,44,Male,59,Clothing,4,25,10,100,24,2,2022
1104,11-07-2022,20:13:00,70,Female,34,Beauty,2,500,150,1000,11,7,2022
1110,26-10-2022,19:14:00,62,Male,27,Clothing,3,300,114,900,26,10,2022
1352,19-10-2023,17:40:00,14,Male,57,Electronics,2,500,260,1000,19,10,2023
1365,08-11-2023,20:22:00,18,Male,31,Clothing,1,300,156,300,8,11,2023
1887,11-12-2023,19:34:00,113,Male,59,Clothing,4,25,10,100,11,12,2023
629,05-01-2023,19:55:00,39,Male,62,Electronics,2,25,8,50,5,1,2023
1629,17-02-2022,20:18:00,144,Male,62,Electronics,2,25,10.75,50,17,2,2022
655,31-10-2022,18:43:00,19,Female,55,Clothing,1,500,210,500,31,10,2022
1655,28-05-2023,17:57:00,8,Female,55,Clothing,1,500,125,500,28,5,2023
567,08-05-2023,19:53:00,5,Female,25,Clothing,3,300,144,900,8,5,2023
1567,07-04-2023,17:10:00,76,Female,25,Clothing,3,300,162,900,7,4,2023
182,21-06-2023,19:27:00,27,Male,62,Beauty,4,30,10.2,120,21,6,2023
819,15-08-2023,21:59:00,111,Female,35,Beauty,2,50,26,100,15,8,2023
1182,03-01-2023,21:26:00,14,Male,62,Beauty,4,30,12.9,120,3,1,2023
1819,05-11-2022,20:44:00,83,Female,35,Beauty,2,50,13.5,100,5,11,2022
100,08-02-2022,19:34:00,21,Male,41,Electronics,1,30,9.3,30,8,2,2022
833,09-05-2023,18:39:00,85,Male,42,Beauty,4,50,24.5,200,9,5,2023
1100,20-01-2023,18:15:00,136,Male,41,Electronics,1,30,13.2,30,20,1,2023
1833,30-01-2022,17:20:00,56,Male,42,Beauty,4,50,18,200,30,1,2022
542,01-06-2023,18:41:00,50,Female,20,Beauty,1,50,24,50,1,6,2023
723,14-07-2022,21:57:00,120,Female,54,Beauty,4,50,20.5,200,14,7,2022
726,05-06-2022,19:37:00,72,Male,47,Clothing,4,300,126,1200,5,6,2022
1542,17-05-2023,20:30:00,147,Female,20,Beauty,1,50,14.5,50,17,5,2023
1723,10-02-2022,17:43:00,40,Female,54,Beauty,4,50,18,200,10,2,2022
1726,26-06-2023,18:12:00,13,Male,47,Clothing,4,300,93,1200,26,6,2023
488,05-07-2022,17:28:00,26,Female,51,Electronics,3,300,123,900,5,7,2022
1488,12-11-2022,19:24:00,9,Female,51,Electronics,3,300,126,900,12,11,2022
239,19-09-2022,19:34:00,1,Male,38,Electronics,3,500,165,1500,19,9,2022
498,22-03-2022,22:20:00,41,Female,50,Clothing,4,25,8.25,100,22,3,2022
532,15-08-2022,18:04:00,92,Female,64,Clothing,4,30,12.9,120,15,8,2022
669,23-01-2022,20:24:00,110,Male,24,Beauty,4,300,87,1200,23,1,2022
877,01-10-2022,19:52:00,134,Female,58,Clothing,1,25,6.75,25,1,10,2022
1239,08-07-2022,20:42:00,134,Male,38,Electronics,3,500,255,1500,8,7,2022
1498,29-08-2022,17:08:00,51,Female,50,Clothing,4,25,12.5,100,29,8,2022
1532,23-03-2022,22:48:00,51,Female,64,Clothing,4,30,15.6,120,23,3,2022
1669,04-08-2022,22:28:00,83,Male,24,Beauty,4,300,123,1200,4,8,2022
1877,25-01-2023,20:19:00,72,Female,58,Clothing,1,25,10.5,25,25,1,2023
422,21-08-2022,22:34:00,67,Female,28,Clothing,3,30,13.2,90,21,8,2022
466,11-01-2023,21:52:00,66,Male,63,Electronics,4,25,13.75,100,11,1,2023
1422,07-05-2022,20:41:00,35,Female,28,Clothing,3,30,13.5,90,7,5,2022
1466,16-01-2023,22:27:00,64,Male,63,Electronics,4,25,10.75,100,16,1,2023
583,28-01-2022,19:44:00,131,Female,24,Electronics,4,25,7.75,100,28,1,2022
654,14-08-2023,17:40:00,92,Male,42,Clothing,3,25,9.25,75,14,8,2023
1583,12-11-2023,22:54:00,102,Female,24,Electronics,4,25,13,100,12,11,2023
1654,13-10-2023,20:47:00,111,Male,42,Clothing,3,25,6.25,75,13,10,2023
40,07-06-2022,21:33:00,78,Male,45,Beauty,1,50,24.5,50,7,6,2022
699,21-11-2022,22:21:00,129,Female,37,Clothing,4,30,16.2,120,21,11,2022
727,15-11-2023,18:37:00,32,Male,55,Beauty,3,300,105,900,15,11,2023
830,29-09-2022,20:19:00,77,Female,64,Clothing,3,50,18.5,150,29,9,2022
1040,12-12-2023,21:24:00,112,Male,45,Beauty,1,50,21,50,12,12,2023
1699,29-07-2023,21:45:00,23,Female,37,Clothing,4,30,12.9,120,29,7,2023
1727,08-08-2023,21:06:00,72,Male,55,Beauty,3,300,75,900,8,8,2023
1830,04-03-2023,18:04:00,87,Female,64,Clothing,3,50,21,150,4,3,2023
224,11-11-2022,21:32:00,99,Female,25,Clothing,1,50,24,50,11,11,2022
271,12-09-2023,18:23:00,44,Female,62,Beauty,4,30,9.3,120,12,9,2023
